Product_ID,Product_Name,Category,Brand,Average_Price,SPF_Rating,Skin_Type,Hair_Type,Age_Group,Gender,Popularity_Rating,Usage_Frequency,Primary_Ingredient,Fragrance_Type,Waterproof,Organic,Paraben_Free,Summer_Essential_Score,Region_Usage,Online_Availability
P00519,Sunscreen,Bodycare,Himalaya,1155.67,15,Sensitive,Wavy,Teen,Female,1,Weekly,Charcoal,Woody,No,Yes,Yes,8,East,Nykaa
P00520,Lip Balm,Haircare,Garnier,1283.6,0,Oily,,Teen,Male,5,Occasional,Aloe Vera,Floral,Yes,No,No,1,East,Myntra
P00521,Moisturizer,Haircare,Himalaya,598.73,0,Oily,,Senior,Unisex,5,Occasional,Vitamin C,Fruity,No,Yes,No,4,East,Myntra
P00522,Sunscreen,Bodycare,Nivea,275.36,15,Oily,Curly,Teen,Female,3,Occasional,Coconut Oil,Unscented,No,Yes,No,1,North,Amazon
P00523,Lip Balm,Fragrance,Himalaya,101.33,50,Normal,,Adult,Female,5,Daily,Rose Water,Floral,Yes,No,Yes,5,Pan-India,Brand Website
P00524,Deodorant,Skincare,Mamaearth,1312.13,15,Oily,,Adult,Unisex,4,Daily,Coconut Oil,Floral,No,Yes,No,9,East,Myntra
P00525,Conditioner,Makeup,Biotique,370.93,50,Normal,,Adult,Male,1,Occasional,Rose Water,Fruity,No,Yes,No,10,South,Amazon
P00526,Deodorant,Bodycare,Mamaearth,1385.49,0,Oily,,Teen,Male,3,Weekly,Charcoal,Floral,No,No,No,8,Pan-India,Myntra
P00527,Toner,Skincare,Himalaya,142.3,50,Oily,,Adult,Unisex,1,Weekly,Charcoal,Fruity,Yes,No,No,5,South,Flipkart
P00528,Lip Balm,Makeup,Nivea,1319.25,30,Combination,Wavy,Adult,Female,1,Occasional,Aloe Vera,Woody,Yes,No,No,3,West,Amazon
P00529,Deodorant,Haircare,Ponds,1447.16,50,Dry,Coily,Adult,Unisex,3,Occasional,Coconut Oil,Unscented,Yes,No,No,2,North,Flipkart
P00530,Shampoo,Skincare,Ponds,1366.5,0,Dry,,Senior,Male,5,Daily,Aloe Vera,Unscented,No,No,No,6,Pan-India,Nykaa
P00531,Deodorant,Haircare,Himalaya,1261.14,0,Oily,Straight,Teen,Female,1,Daily,Coconut Oil,Floral,No,No,Yes,10,Pan-India,Flipkart
P00532,Lip Balm,Makeup,Lakmé,197.98,50,Oily,Curly,Adult,Female,4,Occasional,Charcoal,Citrus,No,Yes,Yes,10,West,Flipkart
P00533,Body Lotion,Makeup,L'Oréal,554.76,50,Normal,,Senior,Unisex,5,Daily,Charcoal,Floral,No,Yes,No,8,East,Myntra
P00534,Conditioner,Makeup,Mamaearth,828.59,50,Dry,Curly,Senior,Unisex,5,Occasional,Charcoal,Unscented,Yes,Yes,No,2,East,Flipkart
P00535,Serum,Bodycare,L'Oréal,220.19,0,Normal,Coily,Adult,Female,4,Weekly,Vitamin C,Floral,No,No,No,10,East,Flipkart
P00536,Deodorant,Makeup,Dove,1165.5,30,Oily,,Senior,Female,4,Weekly,Rose Water,Woody,No,No,No,5,East,Myntra
P00537,Conditioner,Haircare,Biotique,1180.18,15,Dry,,Adult,Male,4,Occasional,Tea Tree,Fruity,No,No,No,3,North,Nykaa
P00538,Body Lotion,Haircare,Neutrogena,556.47,50,Sensitive,,Senior,Female,2,Occasional,Coconut Oil,Fruity,No,No,No,10,Pan-India,Flipkart
P00539,Body Lotion,Haircare,Neutrogena,584.17,15,Dry,Curly,Adult,Unisex,1,Weekly,Vitamin C,Unscented,No,No,No,3,North,Brand Website
P00540,Sunscreen,Makeup,Neutrogena,542.97,50,Dry,,Senior,Male,1,Daily,Rose Water,Citrus,Yes,Yes,No,5,Pan-India,Myntra
P00541,Deodorant,Fragrance,Ponds,335.83,30,Combination,,Adult,Female,3,Daily,Tea Tree,Citrus,No,No,Yes,6,North,Brand Website
P00542,Deodorant,Haircare,Garnier,455.02,30,Normal,,Adult,Unisex,3,Daily,Charcoal,Floral,No,No,No,1,West,Myntra
P00543,Toner,Bodycare,Dove,882.95,15,Oily,,Teen,Female,5,Daily,Charcoal,Woody,No,Yes,No,7,North,Brand Website
P00544,Face Wash,Makeup,Neutrogena,360.18,50,Dry,Wavy,Teen,Female,3,Occasional,Aloe Vera,Fruity,Yes,No,No,5,East,Flipkart
P00545,Moisturizer,Bodycare,L'Oréal,641.1,0,Dry,Straight,Senior,Male,2,Occasional,Aloe Vera,Woody,No,No,No,8,West,Brand Website
P00546,Toner,Bodycare,Ponds,1024.77,0,Dry,,Adult,Female,1,Occasional,Charcoal,Citrus,Yes,No,Yes,8,Pan-India,Amazon
P00547,Shampoo,Makeup,Ponds,633.93,50,Sensitive,Straight,Senior,Female,5,Weekly,Vitamin C,Woody,No,Yes,Yes,1,West,Myntra
P00548,Face Wash,Haircare,Ponds,223.86,15,Oily,Curly,Teen,Male,2,Occasional,Tea Tree,Citrus,Yes,Yes,Yes,10,North,Nykaa
P00549,Toner,Bodycare,Mamaearth,242.97,15,Oily,Curly,Senior,Unisex,2,Daily,Coconut Oil,Fruity,No,No,Yes,5,South,Myntra
P00550,Serum,Makeup,L'Oréal,1307.45,30,Normal,Straight,Teen,Female,4,Occasional,Rose Water,Citrus,Yes,Yes,No,8,North,Amazon
P00551,Body Lotion,Makeup,Himalaya,105.27,30,Normal,Curly,Teen,Female,5,Weekly,Tea Tree,Floral,No,No,No,2,North,Nykaa
P00552,Moisturizer,Haircare,Neutrogena,1387.61,15,Sensitive,Wavy,Adult,Female,5,Daily,Coconut Oil,Fruity,No,No,Yes,10,East,Myntra
P00553,Face Wash,Fragrance,Dove,287.55,50,Combination,Coily,Teen,Female,3,Daily,Aloe Vera,Fruity,Yes,Yes,No,5,North,Myntra
P00554,Conditioner,Makeup,Biotique,721.93,30,Oily,Straight,Adult,Male,1,Daily,Charcoal,Citrus,No,Yes,No,4,West,Flipkart
P00555,Face Wash,Haircare,L'Oréal,58.98,30,Normal,,Senior,Male,5,Daily,Tea Tree,Floral,Yes,No,No,7,East,Flipkart
P00556,Lip Balm,Makeup,Nivea,1378.88,50,Oily,,Teen,Unisex,1,Daily,Coconut Oil,Floral,Yes,No,Yes,8,East,Brand Website
P00557,Serum,Bodycare,Lakmé,664.77,0,Normal,Curly,Adult,Male,2,Occasional,Charcoal,Unscented,Yes,No,No,7,Pan-India,Myntra
P00558,Body Lotion,Bodycare,Lakmé,1418.45,0,Normal,,Adult,Female,1,Weekly,Rose Water,Citrus,No,No,No,1,South,Brand Website
P00559,Serum,Fragrance,Himalaya,120.15,30,Normal,,Teen,Unisex,4,Daily,Coconut Oil,Floral,No,Yes,No,2,North,Brand Website
P00560,Shampoo,Fragrance,Dove,742.58,15,Normal,Straight,Senior,Female,3,Daily,Rose Water,Fruity,Yes,Yes,Yes,10,South,Amazon
P00561,Conditioner,Skincare,L'Oréal,1460.83,0,Sensitive,,Adult,Unisex,1,Daily,Charcoal,Unscented,Yes,No,No,2,West,Flipkart
P00562,Body Lotion,Haircare,Mamaearth,200.06,30,Oily,,Senior,Unisex,1,Daily,Charcoal,Floral,No,No,Yes,1,North,Amazon
P00563,Toner,Skincare,Neutrogena,916.11,30,Oily,,Senior,Unisex,3,Daily,Coconut Oil,Citrus,No,Yes,No,2,Pan-India,Amazon
P00564,Sunscreen,Bodycare,Dove,747.57,30,Normal,,Senior,Male,5,Occasional,Tea Tree,Unscented,No,Yes,No,5,North,Brand Website
P00565,Toner,Skincare,Lakmé,1395.13,30,Normal,Curly,Adult,Unisex,1,Occasional,Coconut Oil,Woody,Yes,No,Yes,1,South,Brand Website
P00566,Shampoo,Skincare,Dove,1223.74,50,Normal,,Teen,Male,3,Weekly,Rose Water,Floral,Yes,No,Yes,7,North,Flipkart
P00567,Lip Balm,Makeup,L'Oréal,687.56,0,Dry,Straight,Adult,Male,1,Weekly,Aloe Vera,Unscented,Yes,No,No,9,Pan-India,Flipkart
P00568,Shampoo,Makeup,Himalaya,308.53,30,Sensitive,Coily,Adult,Male,2,Daily,Coconut Oil,Unscented,Yes,No,No,3,South,Brand Website
P00569,Face Wash,Bodycare,L'Oréal,1063.97,50,Dry,,Teen,Unisex,1,Weekly,Rose Water,Floral,No,No,No,9,West,Flipkart
P00570,Conditioner,Fragrance,Lakmé,859.25,15,Normal,,Teen,Female,5,Weekly,Vitamin C,Woody,No,Yes,No,7,West,Brand Website
P00571,Serum,Fragrance,Neutrogena,187.8,0,Oily,Straight,Adult,Unisex,1,Daily,Tea Tree,Floral,No,No,Yes,4,West,Flipkart
P00572,Lip Balm,Haircare,L'Oréal,1477.67,50,Sensitive,,Teen,Female,4,Daily,Vitamin C,Woody,No,Yes,No,8,Pan-India,Brand Website
P00573,Face Wash,Fragrance,Biotique,1326.51,15,Dry,,Teen,Female,5,Weekly,Tea Tree,Citrus,No,Yes,No,4,East,Flipkart
P00574,Moisturizer,Makeup,Dove,1467.83,0,Oily,,Senior,Female,1,Occasional,Aloe Vera,Woody,Yes,No,Yes,3,Pan-India,Flipkart
P00575,Deodorant,Fragrance,Biotique,1425.51,50,Oily,Straight,Teen,Male,2,Occasional,Coconut Oil,Citrus,No,No,Yes,10,Pan-India,Flipkart
P00576,Face Wash,Skincare,Nivea,1019.78,50,Normal,,Adult,Male,3,Occasional,Charcoal,Fruity,Yes,Yes,Yes,9,Pan-India,Nykaa
P00577,Toner,Fragrance,Garnier,583.04,0,Normal,,Adult,Female,2,Daily,Coconut Oil,Unscented,Yes,No,Yes,6,Pan-India,Myntra
P00578,Shampoo,Bodycare,Garnier,588.77,50,Oily,Wavy,Adult,Unisex,4,Occasional,Vitamin C,Fruity,Yes,Yes,Yes,8,North,Myntra
P00579,Sunscreen,Haircare,Garnier,1304.3,50,Dry,,Senior,Male,4,Daily,Rose Water,Woody,No,No,Yes,4,West,Amazon
P00580,Serum,Makeup,L'Oréal,1310.83,50,Normal,,Adult,Unisex,4,Weekly,Tea Tree,Woody,No,Yes,No,9,North,Brand Website
P00581,Conditioner,Skincare,L'Oréal,1312.75,15,Combination,Coily,Senior,Unisex,3,Occasional,Coconut Oil,Citrus,No,Yes,No,9,Pan-India,Brand Website
P00582,Sunscreen,Fragrance,Biotique,287.5,50,Dry,,Adult,Female,1,Weekly,Coconut Oil,Citrus,No,Yes,No,7,South,Flipkart
P00583,Lip Balm,Bodycare,Nivea,680.48,30,Sensitive,Straight,Senior,Male,3,Occasional,Charcoal,Unscented,No,Yes,No,8,North,Brand Website
P00584,Sunscreen,Bodycare,Lakmé,566.01,30,Sensitive,,Teen,Female,3,Daily,Charcoal,Fruity,No,No,Yes,1,Pan-India,Flipkart
P00585,Serum,Fragrance,Nivea,91.63,15,Combination,Coily,Senior,Male,5,Weekly,Charcoal,Woody,No,Yes,Yes,1,North,Nykaa
P00586,Face Wash,Makeup,Nivea,423.41,30,Combination,Wavy,Teen,Female,5,Weekly,Aloe Vera,Fruity,Yes,Yes,Yes,9,North,Nykaa
P00587,Moisturizer,Bodycare,Garnier,962.71,15,Oily,,Adult,Female,4,Weekly,Tea Tree,Fruity,Yes,No,No,4,West,Myntra
P00588,Lip Balm,Haircare,Ponds,179.06,15,Normal,Coily,Adult,Female,4,Weekly,Charcoal,Unscented,No,No,Yes,1,Pan-India,Brand Website
P00589,Lip Balm,Makeup,Nivea,1484.47,15,Combination,,Senior,Unisex,3,Occasional,Tea Tree,Unscented,No,Yes,No,5,East,Flipkart
P00590,Conditioner,Skincare,Lakmé,503.7,0,Dry,Wavy,Teen,Male,3,Weekly,Aloe Vera,Unscented,Yes,Yes,No,5,South,Myntra
P00591,Toner,Makeup,Neutrogena,354.64,30,Combination,,Teen,Unisex,4,Occasional,Charcoal,Floral,Yes,No,Yes,1,North,Flipkart
P00592,Sunscreen,Haircare,Nivea,211.23,50,Combination,,Teen,Female,1,Daily,Coconut Oil,Citrus,Yes,No,Yes,8,East,Brand Website
P00593,Shampoo,Makeup,Ponds,1156.32,0,Normal,,Adult,Male,2,Daily,Coconut Oil,Citrus,Yes,Yes,No,9,North,Flipkart
P00594,Deodorant,Makeup,Mamaearth,447.77,30,Sensitive,Wavy,Adult,Male,5,Daily,Rose Water,Floral,No,Yes,Yes,5,West,Myntra
P00595,Serum,Makeup,Ponds,220.53,30,Oily,,Adult,Male,1,Occasional,Charcoal,Floral,No,Yes,Yes,1,North,Brand Website
P00596,Shampoo,Fragrance,Dove,829.2,0,Normal,,Senior,Unisex,5,Occasional,Vitamin C,Woody,No,No,No,10,Pan-India,Myntra
P00597,Sunscreen,Fragrance,Neutrogena,1051.24,50,Oily,Wavy,Adult,Male,5,Daily,Vitamin C,Floral,Yes,Yes,No,5,South,Nykaa
P00598,Body Lotion,Haircare,Biotique,647.02,50,Combination,Curly,Teen,Female,1,Occasional,Rose Water,Citrus,No,No,Yes,9,North,Flipkart
P00599,Toner,Haircare,Lakmé,406.73,15,Combination,Straight,Teen,Female,4,Daily,Rose Water,Citrus,No,Yes,No,3,Pan-India,Brand Website
P00600,Serum,Skincare,Dove,1181.3,50,Combination,Coily,Teen,Unisex,2,Weekly,Aloe Vera,Floral,No,No,Yes,6,Pan-India,Myntra
P00601,Toner,Bodycare,Neutrogena,906.89,15,Oily,Coily,Senior,Female,1,Occasional,Rose Water,Unscented,No,Yes,No,2,North,Myntra
P00602,Body Lotion,Skincare,Mamaearth,1360.21,15,Oily,,Senior,Unisex,4,Occasional,Coconut Oil,Fruity,No,Yes,Yes,2,North,Nykaa
P00603,Serum,Haircare,Ponds,217.08,15,Normal,,Teen,Unisex,2,Occasional,Coconut Oil,Citrus,No,Yes,Yes,9,West,Flipkart
P00604,Face Wash,Bodycare,Garnier,282.93,15,Dry,Curly,Senior,Unisex,1,Daily,Rose Water,Floral,Yes,Yes,Yes,5,South,Brand Website
P00605,Body Lotion,Skincare,Garnier,862.23,30,Oily,,Adult,Unisex,2,Daily,Aloe Vera,Citrus,No,Yes,No,2,South,Brand Website
P00606,Shampoo,Skincare,Mamaearth,597.23,50,Oily,Coily,Senior,Unisex,1,Daily,Aloe Vera,Floral,No,Yes,Yes,7,North,Nykaa
P00607,Body Lotion,Haircare,Ponds,252.58,50,Oily,,Adult,Female,3,Occasional,Tea Tree,Fruity,Yes,No,Yes,9,North,Flipkart
P00608,Toner,Fragrance,Biotique,497.21,50,Combination,Straight,Senior,Male,3,Weekly,Rose Water,Citrus,No,Yes,No,6,North,Amazon
P00609,Toner,Haircare,Dove,1487.45,50,Oily,,Senior,Unisex,5,Daily,Charcoal,Floral,Yes,Yes,Yes,9,West,Amazon
P00610,Moisturizer,Skincare,Mamaearth,1326.61,30,Oily,Curly,Adult,Female,1,Occasional,Coconut Oil,Floral,No,No,No,7,North,Nykaa
P00611,Serum,Skincare,Garnier,550.48,30,Dry,,Senior,Unisex,2,Daily,Charcoal,Woody,No,Yes,No,7,West,Flipkart
P00612,Shampoo,Skincare,Lakmé,189.74,15,Sensitive,,Adult,Male,5,Occasional,Aloe Vera,Citrus,No,No,No,4,West,Myntra
P00613,Shampoo,Bodycare,Biotique,1173.03,15,Normal,Straight,Senior,Female,3,Occasional,Aloe Vera,Fruity,Yes,No,No,2,East,Myntra
P00614,Deodorant,Makeup,Biotique,1241.72,50,Oily,,Teen,Male,4,Occasional,Vitamin C,Citrus,No,No,Yes,5,North,Flipkart
P00615,Shampoo,Haircare,Lakmé,1471.17,0,Dry,Curly,Adult,Female,5,Weekly,Tea Tree,Woody,Yes,Yes,Yes,10,East,Myntra
P00616,Body Lotion,Skincare,Mamaearth,949.96,50,Sensitive,Straight,Teen,Female,5,Occasional,Tea Tree,Woody,No,No,No,5,North,Amazon
P00617,Conditioner,Haircare,Himalaya,547.54,0,Normal,,Senior,Unisex,4,Daily,Vitamin C,Floral,No,Yes,Yes,2,West,Nykaa
P00618,Body Lotion,Fragrance,Garnier,1441.21,15,Combination,Curly,Senior,Female,2,Occasional,Rose Water,Citrus,Yes,Yes,Yes,4,North,Myntra
P00619,Moisturizer,Bodycare,L'Oréal,781.35,30,Dry,Wavy,Adult,Male,1,Daily,Aloe Vera,Unscented,Yes,No,Yes,5,North,Nykaa
P00620,Moisturizer,Skincare,Mamaearth,772.37,15,Normal,Straight,Senior,Unisex,4,Daily,Tea Tree,Unscented,No,Yes,Yes,7,East,Myntra
P00621,Face Wash,Haircare,L'Oréal,1385.55,50,Sensitive,Curly,Teen,Female,3,Weekly,Charcoal,Fruity,Yes,No,No,10,North,Nykaa
P00622,Serum,Makeup,L'Oréal,842.65,30,Normal,Wavy,Teen,Male,3,Occasional,Rose Water,Fruity,No,No,Yes,6,West,Brand Website
P00623,Conditioner,Makeup,L'Oréal,886.57,15,Oily,,Senior,Unisex,5,Daily,Coconut Oil,Citrus,No,Yes,Yes,5,South,Amazon
P00624,Moisturizer,Makeup,Mamaearth,929.19,15,Normal,Curly,Teen,Male,2,Weekly,Aloe Vera,Floral,Yes,No,No,1,North,Brand Website
P00625,Shampoo,Haircare,Nivea,805.06,50,Normal,Straight,Teen,Male,5,Weekly,Charcoal,Fruity,Yes,Yes,Yes,7,West,Flipkart
P00626,Sunscreen,Skincare,Ponds,462.04,0,Normal,Straight,Senior,Female,5,Daily,Vitamin C,Floral,No,No,Yes,4,South,Amazon
P00627,Toner,Fragrance,Biotique,1347.81,15,Sensitive,,Teen,Female,4,Daily,Aloe Vera,Fruity,No,Yes,No,8,East,Brand Website
P00628,Sunscreen,Bodycare,Lakmé,303.13,15,Normal,Wavy,Adult,Male,5,Weekly,Tea Tree,Unscented,No,No,No,4,West,Myntra
P00629,Sunscreen,Haircare,Ponds,699.77,50,Sensitive,Coily,Adult,Female,1,Occasional,Tea Tree,Citrus,Yes,Yes,No,5,North,Flipkart
P00630,Face Wash,Makeup,Mamaearth,444.18,0,Oily,,Senior,Male,2,Occasional,Charcoal,Woody,Yes,No,Yes,10,Pan-India,Nykaa
P00631,Serum,Haircare,Neutrogena,692.04,50,Combination,,Adult,Female,4,Occasional,Aloe Vera,Floral,No,Yes,Yes,6,Pan-India,Flipkart
P00632,Conditioner,Skincare,Ponds,1081.12,0,Sensitive,,Teen,Unisex,4,Occasional,Coconut Oil,Citrus,Yes,Yes,No,9,East,Brand Website
P00633,Lip Balm,Haircare,Lakmé,869.47,15,Combination,Coily,Senior,Male,4,Occasional,Charcoal,Floral,Yes,Yes,Yes,2,East,Brand Website
P00634,Serum,Fragrance,Biotique,964.6,50,Combination,,Senior,Unisex,5,Occasional,Coconut Oil,Unscented,Yes,Yes,No,7,East,Brand Website
P00635,Face Wash,Makeup,Himalaya,383.93,30,Sensitive,,Teen,Female,1,Weekly,Coconut Oil,Citrus,Yes,Yes,Yes,7,East,Flipkart
P00636,Face Wash,Skincare,L'Oréal,242.77,15,Combination,Wavy,Teen,Female,5,Weekly,Aloe Vera,Woody,Yes,Yes,No,6,West,Myntra
P00637,Lip Balm,Bodycare,Neutrogena,78.68,15,Normal,,Senior,Male,3,Occasional,Vitamin C,Floral,No,No,Yes,5,North,Myntra
P00638,Shampoo,Haircare,Himalaya,1444.91,15,Combination,Coily,Senior,Unisex,4,Daily,Tea Tree,Woody,Yes,No,No,4,East,Brand Website
P00639,Shampoo,Haircare,Lakmé,224.51,30,Dry,Straight,Teen,Unisex,2,Occasional,Charcoal,Unscented,Yes,Yes,Yes,4,North,Amazon
P00640,Lip Balm,Haircare,Ponds,101.1,0,Normal,Coily,Teen,Female,2,Daily,Vitamin C,Citrus,No,Yes,Yes,2,East,Amazon
P00641,Shampoo,Haircare,Lakmé,684.1,0,Dry,,Teen,Unisex,3,Weekly,Aloe Vera,Citrus,Yes,No,No,9,South,Brand Website
P00642,Body Lotion,Makeup,Himalaya,329.02,30,Oily,Wavy,Adult,Unisex,3,Occasional,Vitamin C,Citrus,Yes,Yes,No,10,South,Flipkart
P00643,Face Wash,Makeup,Mamaearth,890.91,30,Combination,Curly,Teen,Female,1,Daily,Coconut Oil,Floral,No,Yes,Yes,7,North,Nykaa
P00644,Conditioner,Haircare,Himalaya,969.13,50,Sensitive,Curly,Senior,Unisex,5,Weekly,Rose Water,Woody,Yes,No,Yes,10,North,Flipkart
P00645,Lip Balm,Bodycare,Nivea,694.31,0,Normal,Coily,Adult,Unisex,4,Occasional,Coconut Oil,Unscented,No,Yes,No,4,West,Amazon
P00646,Face Wash,Fragrance,Biotique,1216.77,50,Combination,,Teen,Male,4,Occasional,Rose Water,Woody,No,Yes,No,8,East,Amazon
P00647,Conditioner,Fragrance,L'Oréal,224.96,0,Normal,,Teen,Unisex,2,Weekly,Aloe Vera,Citrus,No,Yes,No,6,South,Myntra
P00648,Deodorant,Bodycare,Himalaya,942.63,15,Combination,Straight,Senior,Female,1,Daily,Rose Water,Floral,No,No,No,2,Pan-India,Amazon
P00649,Body Lotion,Makeup,Garnier,738.38,15,Combination,Curly,Senior,Unisex,2,Daily,Rose Water,Floral,No,No,Yes,8,North,Myntra
P00650,Serum,Fragrance,Himalaya,847.27,50,Dry,Coily,Senior,Male,2,Daily,Rose Water,Floral,Yes,Yes,No,1,South,Amazon
P00651,Face Wash,Makeup,L'Oréal,1390.41,30,Combination,,Senior,Male,4,Daily,Tea Tree,Citrus,Yes,No,Yes,4,North,Brand Website
P00652,Conditioner,Haircare,Himalaya,465.68,0,Oily,Coily,Teen,Male,1,Weekly,Vitamin C,Floral,No,Yes,No,9,East,Brand Website
P00653,Shampoo,Makeup,Himalaya,980.82,50,Oily,,Senior,Male,5,Weekly,Coconut Oil,Citrus,No,No,Yes,3,East,Flipkart
P00654,Toner,Fragrance,Neutrogena,941.54,50,Oily,,Adult,Female,3,Weekly,Aloe Vera,Citrus,No,Yes,Yes,4,North,Myntra
P00655,Moisturizer,Makeup,Ponds,1248.37,15,Dry,Curly,Teen,Unisex,1,Occasional,Coconut Oil,Citrus,Yes,No,No,3,East,Flipkart
P00656,Body Lotion,Skincare,Garnier,127.67,15,Combination,,Adult,Male,5,Daily,Coconut Oil,Floral,Yes,No,No,1,South,Brand Website
P00657,Deodorant,Skincare,Garnier,386.22,50,Normal,Coily,Teen,Male,4,Daily,Vitamin C,Fruity,Yes,Yes,No,8,South,Brand Website
P00658,Sunscreen,Makeup,Ponds,237.9,50,Combination,Curly,Senior,Female,5,Daily,Coconut Oil,Floral,No,Yes,No,9,South,Myntra
P00659,Lip Balm,Skincare,Nivea,1305.46,50,Normal,Coily,Adult,Female,1,Daily,Charcoal,Floral,No,Yes,No,5,North,Nykaa
P00660,Moisturizer,Haircare,Biotique,1386.74,0,Dry,,Teen,Unisex,5,Occasional,Aloe Vera,Citrus,Yes,Yes,No,2,East,Amazon
P00661,Face Wash,Haircare,Biotique,359.1,0,Sensitive,Straight,Teen,Unisex,4,Daily,Charcoal,Citrus,No,No,Yes,7,East,Myntra
P00662,Shampoo,Bodycare,Ponds,1269.03,0,Normal,Straight,Senior,Unisex,4,Occasional,Aloe Vera,Citrus,Yes,Yes,Yes,10,North,Nykaa
P00663,Lip Balm,Skincare,Nivea,90.7,50,Sensitive,,Senior,Unisex,1,Daily,Rose Water,Woody,No,No,Yes,1,Pan-India,Myntra
P00664,Conditioner,Skincare,Lakmé,317.63,15,Normal,Straight,Senior,Unisex,5,Occasional,Aloe Vera,Unscented,Yes,No,Yes,5,Pan-India,Nykaa
P00665,Serum,Bodycare,Lakmé,520.93,50,Oily,,Adult,Unisex,2,Occasional,Tea Tree,Floral,Yes,Yes,No,1,East,Amazon
P00666,Sunscreen,Bodycare,Nivea,930.04,0,Oily,,Senior,Male,5,Weekly,Aloe Vera,Citrus,Yes,Yes,No,7,West,Amazon
P00667,Sunscreen,Haircare,Mamaearth,410.85,0,Oily,Straight,Senior,Male,1,Daily,Tea Tree,Citrus,Yes,No,Yes,6,East,Brand Website
P00668,Sunscreen,Fragrance,Dove,113.59,0,Sensitive,,Teen,Unisex,1,Weekly,Rose Water,Fruity,No,Yes,Yes,3,South,Brand Website
P00669,Lip Balm,Skincare,Neutrogena,541.37,0,Normal,,Adult,Unisex,5,Weekly,Tea Tree,Woody,No,No,Yes,4,South,Nykaa
P00670,Moisturizer,Haircare,Garnier,195.25,0,Oily,,Adult,Unisex,2,Weekly,Tea Tree,Unscented,No,No,Yes,5,South,Brand Website
P00671,Moisturizer,Makeup,Ponds,193.23,50,Combination,,Teen,Male,2,Weekly,Aloe Vera,Citrus,No,No,Yes,3,North,Myntra
P00672,Body Lotion,Haircare,Nivea,214.18,50,Dry,,Adult,Male,3,Occasional,Vitamin C,Unscented,No,Yes,Yes,10,West,Myntra
P00673,Deodorant,Skincare,Nivea,765.07,0,Normal,,Adult,Female,3,Weekly,Charcoal,Fruity,No,No,Yes,4,South,Flipkart
P00674,Face Wash,Makeup,L'Oréal,68.03,0,Oily,Curly,Senior,Unisex,4,Occasional,Aloe Vera,Fruity,Yes,Yes,No,5,West,Flipkart
P00675,Serum,Bodycare,Neutrogena,440.45,30,Sensitive,,Senior,Male,3,Occasional,Rose Water,Woody,No,No,No,9,East,Brand Website
P00676,Deodorant,Makeup,Lakmé,522.03,15,Normal,Coily,Teen,Unisex,5,Occasional,Coconut Oil,Fruity,Yes,Yes,No,4,West,Amazon
P00677,Face Wash,Haircare,Dove,247.09,50,Dry,,Senior,Female,2,Weekly,Tea Tree,Unscented,Yes,Yes,No,7,East,Flipkart
P00678,Deodorant,Bodycare,Nivea,792.87,30,Combination,Straight,Senior,Female,4,Daily,Aloe Vera,Unscented,Yes,No,Yes,2,West,Amazon
P00679,Moisturizer,Makeup,Himalaya,523.67,15,Normal,Coily,Teen,Male,2,Occasional,Rose Water,Woody,Yes,No,No,2,Pan-India,Flipkart
P00680,Moisturizer,Makeup,Neutrogena,726.04,15,Combination,Curly,Senior,Female,2,Weekly,Tea Tree,Floral,No,No,Yes,8,Pan-India,Amazon
P00681,Toner,Fragrance,Garnier,1096.8,30,Oily,,Senior,Unisex,2,Occasional,Vitamin C,Woody,No,Yes,Yes,7,West,Flipkart
P00682,Body Lotion,Bodycare,Nivea,1002.69,30,Sensitive,Coily,Senior,Female,3,Daily,Rose Water,Floral,No,Yes,No,4,North,Nykaa
P00683,Body Lotion,Fragrance,Neutrogena,131.21,0,Normal,,Senior,Female,5,Weekly,Vitamin C,Fruity,No,No,No,7,East,Flipkart
P00684,Body Lotion,Fragrance,Garnier,153.14,30,Normal,,Senior,Female,2,Daily,Coconut Oil,Woody,Yes,Yes,No,2,North,Nykaa
P00685,Deodorant,Fragrance,Lakmé,1431.36,0,Sensitive,,Senior,Female,3,Daily,Aloe Vera,Woody,Yes,Yes,No,9,South,Flipkart
P00686,Serum,Fragrance,Nivea,1082.5,30,Oily,Curly,Senior,Female,4,Daily,Tea Tree,Fruity,No,No,No,7,South,Myntra
P00687,Shampoo,Haircare,Dove,1371.26,15,Sensitive,Curly,Adult,Unisex,3,Weekly,Vitamin C,Woody,No,Yes,No,2,East,Flipkart
P00688,Conditioner,Makeup,Himalaya,1305.9,30,Combination,,Adult,Male,2,Occasional,Tea Tree,Citrus,Yes,Yes,No,5,Pan-India,Nykaa
P00689,Face Wash,Fragrance,Himalaya,289.3,0,Oily,Straight,Senior,Female,1,Weekly,Coconut Oil,Floral,Yes,No,Yes,2,Pan-India,Flipkart
P00690,Toner,Haircare,Dove,367.96,0,Normal,Straight,Senior,Unisex,1,Daily,Coconut Oil,Unscented,Yes,No,Yes,7,North,Flipkart
P00691,Toner,Skincare,Mamaearth,913.83,0,Sensitive,,Teen,Male,1,Daily,Tea Tree,Citrus,No,Yes,Yes,5,East,Amazon
P00692,Shampoo,Makeup,Ponds,702.47,15,Sensitive,,Adult,Female,1,Daily,Coconut Oil,Citrus,Yes,No,Yes,1,East,Nykaa
